No.,Comment,Label
609,@??c hoàng ?a nip có liên minh lun hã =))) sao tui kbt ta,0
610,ph?n mô t? có link l?ch ??u ?ó,0
611,?âu doto là dota ?ó bác :)) NIP làm gì ch?i liên minh,0
612,"Mai là nip vs drx, zeta vs fnatoac",0
613,?a mà th?y b?n HQ b?n ?n ph?t mà ch? có slot play in thôi h? m?y ông,0
614,"Bi?t m?i Drx bên Hàn, Drx c?a Valorant ? n??c nào z m?y bác",0
615,Hàn lun nhaa ông,0
616,"NIP lol có mà, V5 bên LPL ?ó",0
617,"Oke, m?y anh Hàn b?t thì :((",0
618,??t bom xong ra b?n line up trông m?t vl,1
619,DRX c? là b?n Vision Striker nh?,0
620,Yebb,0
621,S?p t?i có m?y anh TQ n?a,0
622,B?n nhanh thì thôi,0
623,PROUD OF ASEAN VLORANT GO GO BRUH,0
624,?a v?y cái ông gì chuyên gia highlight jett là c?a ??i nào :v,0
625,ý ông là tenz c?a sen à,0
626,Seoldam h làm stream r?i ông ( hiên t?i ),0
627,seoldam team northception bên Nh?t,0
628,?ang ? nhà coi gi?i ?ây :v,0
629,"tran nao cung co jett ong hoi ai, 4saken ah",0
630,?âu r?i nth r?i,0
631,Sang CR làm stream,0
632,? seoldam,0
633,? làm stream r?i ông,0
634,??y v?n ?c mà ông :))),0
635,Jamppi ?ã l?n,0
636,Jampi này tôi ko quen,0
637,jamppi bay th?,0
638,Take me chú bé ??n jampi,2
639,?i móc v?y là ch?t r?i :((,0
640,jampi chubedan c?a tôi ?âu r?i :V,2
641,"Không liên quan nh?ng mà chamber r?i vào tay chronicle ho?c yay trông khác bi?t vl, ngo?i tr? dapr ??",1
642,Hình nh? jampi h?t ti?n,0
643,ban tu tin vd :)),1
644,khác bi?t vì quá t?,0
645,Jampi lên ??ng,0
646,Dapr là ai?,0
647,Ác,0
648,tk bên sentinel,0
649,bay roi thi lam cc gi` cung dung ??,1
650,"3 round ulti 2 lan`, vcl",1
651,Wtf ? ??n hi?n ?? nh? thanh máu z,0
652,vào hand quá r?i,0
653,?iên à,1
654,jamppi???,0
655,??ng cho Jamppi c?m op là win,0
656,b?n th? thiif ch?u,0
657,l?t,0
658,Jampi ult liên t?c,0
659,Ai teamview máy jamppi v?y :)),0
660,18-8 mà m?i 10 round,0
661,V?n ko ?? ti?n kìa,0
662,Check máy roiif,0
663,Ch?c ch?n là hack,0
664,cái b?n ?ó k có ch? Vn h?,0
665,game này là game m?i h? ae,0
666,dúng r bro,0
667,m?i 2 n?m à,0
668,hshs,0
669,phantom rác,0
670,tí ch?a,0
671,m? dink mà 140,1
672,chán,0
673,link oi la link,0
674,Siuuuuuu,0
675,2 bên ??u gi?t mình,0
676,phantom :))),0
677,Liquid ko cho ae ?i ng? r?i :))),0
678,nó là phantom,0
679,cay ch?a,0
680,lý do ko nên xài phantom,0
681,heh,0
682,kì th? ? ai kì th?,0
683,tao,0
684,phantom b?n m?y map ph?i oánh t?m g?n thoy,0
685,map này t?m xa b?n vandal thích h?n,0
686,riêng v? th? site thì phantom g?i vandal là ?brr,1
687,Round này thua là cút luôn,0
688,neft vandal -149 may ra phantom còn có nc ??u l?i phantom,0
689,"nh?m, vandal",0
690,nerf làm gì,0
691,vandal ít ??n h?n r,0
692,gi?t h?n,0
693,b?n xa l? thông tin,0
694,2 súng nh? gi? là balance r?i,0
695,:v Nói v?y thì thà xoá luôn kh?u vandal ?i =)),0
696,nh? M4 v?i AK thôi nerf gì,0
697,nó cx nh? AK vs M4 thôi,0
698,tùy ng,0
699,Phantom hay vandal ??u có ?i?m m?nh ?i?m y?u làm gì có ai kì th? b?o kì th? ch?i gay gun còn nghe dc,0
700,"Các b?n ?ang theo dõi gi?i ??u VALORANT Masters: Reykjavík, ???c t? ch?c t?i Reykjavík - Iceland",0
701,Map 3 ??n 6h sáng r?i :))),0
702,cái c?n nerf là cái chu?t ph?i classic,0
703,"ít ??n h?n, firerate ch?m h?n, gi?t h?n, spam l? ???ng ??n... nc là cân b?ng r?i. rito said :DDD",0
704,chu?n,0
705,chu?n r?i,0
706,?úng ch? có odin m?i ?áng b? kì th? :)),0
707,comeback nào liquid ?i,0
708,chu?t ph?i nó nerf c?ng kha khá nh?ng v?n kinh,0
709,cho t ng?,0
710,classic chu?t ph?i còn m?nh l?m,0
711,thua là cút,0
712,nh?t là cái trò nh?y sau cái thùng chu?t ph?i classic,0
713,Hãy LIKE và SUBSCRIBE vì nó mi?n phí và giúp ích r?t nhi?u cho c? chúng tôi và b?n!,0
714,10 kh?u vandal =)),0
715,Nãy scream có 850 ti?n mà sang round sau v?n ?? ti?n full buy nh?,0
716,gà ?? tr?ng c?a nó mà,0
717,?ã nói làm v?y rito l?,0
718,nhìn xerxia b?n v?y hóng playoff xem prx b?n nh? nào...,0
719,bao h m?i n??c c?a APAC ??u doanh thu s?p x? nh?t,0
720,thì nó g?p,0
721,nh?t mà b?n bên twitch ph?i 70 80k view,0
722,g?n b?ng c? kênh chính th?c,0
723,nói chung là thêm thì ch?c ch? cái slot tranh latam vs br ?y mai ra ké dc thêm apac thành 3 l?y 1 thôi,0
724,VN mình view còn ko = 1/10 ngta,0
725,bao h view valorant vi?t nam dc 20k view nhé :)),0
726,4-5k còn ko th?y,0
727,cao l?m là 3k :v,0
728,Khu v?c ph? ?òi 3 sl madness,0
729,Vi?t nam b?n kém thì còn lâu view m?i cao :))),0
730,có 2 sl là hên r,0
731,gi? ?c 2 slot này là ngon,0
732,3 slot cho 10 nc ch? có cho riêng VN ?âu =)),0
733,"bao h vô ??ch liên t?c 3-4 l?n , doanh thu kh?ng = m?y khu v?c khác g?p l?i",0
734,thì slot nhi?u thôi,0
735,c? khu APAC này doanh thu ko b?ng Nh?t là ?? hi?u,0
736,ch? châu âu c?ng ??ng n??c,0
737,mà ngta có 3 sl ?ó thôi :v,0
738,chia slot là có lý do c?,0
739,c? 1 n?m ?n h?t gi?i thì t?ng,0
740,10 n??c mà doanh thu không b?ng 1 n??c kêu g?p chung =)))),0
741,t th?y 2 slot là ok r?i sao c? ?òi 3 slot ?,0
742,thì có ai ?òi ?âu,0
743,c??i ?a :)),1
744,mà 3 slot thì c?ng k t?i phiên VN,0
745,thêm 1sl thì VN c?ng ko có c?a ?âu,0
746,in ?ô còn ng?i ? nhà t?i ch?t,0
747,map này ai win ae ?? t làm 500k,0
748,"boom, onic còn ? nhà thì VN còn lâu",0
749,"Ko ?c ?i nh?ng nó b?n hay thì xem hay h?n, xem m?y ô nh?t b?n trông chán vl",1
750,t tin TL,0
751,@Ng?c Hoàng Tr?n ô là riot thì ô hi?u thôi,0
752,ng ta kinh doanh ch? ng ta có ?i t? thi?n ?âu,0
753,"chán c?ng ph?i xem, doanh thu gi?i húp t? nh?t nhi?u mà",0
754,gi?i thì ph?i luôn có team hay team d? ch? :v gi?ng LHMT ??y ra,0
755,Nh?t nó n?p game nhi?u rito nó thích :)),0
756,CKTG n?m nào c?ng có m?y team vào cho có,0
757,tí ?i ?n sáng 1 th?,0
758,X?p hàng :))),0
759,chi?n,0
760,?a,0
761,m?i khen round tr??c :)),0
762,3 súng ngon,0
763,fullbuy mà',0
764,ch?u,0
765,round tr??c h?t eco thôi mà ?,0
766,KJ nó tr?ngg ??u mà h?t h?t c? b?ng kìa ông,0
767,ô nào trì h?n,0
768,??y,0
769,scream,0
770,Vào tay li?n,0
771,damn,0
772,Scream angle,0
773,góc ScreaM,0
774,Nivere tr??c bên cs b?n v? trí nào v,0
775,Chào admin nhé,0
776,nivera ch?i awper ?c,0
777,Ad chào l?i coi,0
778,Aissssss,0
779,?i d?i ô,0
780,xiên,0
781,úi xiên 2,0
782,classic ko nên có chu?t ph?i,0
783,Sao nhìn tr?n này gi?ng tr?n 3 trên kênh bomman th? nh? :)),0
784,nó là glock nâng c?p,0
785,Lì nè,0
786,Surf ?i là surf,0
787,deja vu,0
788,lì,0
789,nivera cx tr? mà ;)),0
790,sushiboy set con turret l?i quá,0
791,làm gì già l?m,0
792,nivera 2k1,0
793,2k1 ma keu gia :)),0
794,thôi liquid thua r?i,0
795,nghi?n là d? r?i,0
796,see :)),0
797,i told u :)),0
798,?i,0
799,Jamppi ope =)) gg,0
800,th?y ch?a =)),0
801,bth là ngta flick ch?t r,0
802,??y khen nó ?i,0
803,M?t bà cây op,0
804,nh?ng jamppi thì ko,0
805,choke v?y r?i v?n op :)),0
806,op kh?e quá,0
807,ki?u có jett b?n th? mà k cho nó OP c?ng k ?c ?y :)) Jett v?i OP là ?ôi b?n thân mà ??,0
808,thì def mà ko OP ??i ko n?,0
809,jamppi c?m vandal ngon h?n ??y :)),0
810,mà c?m op thì toàn h?t,0
811,map này ct thua 7 sao l?t n?i,0
812,liquid ?i,0
813,t??ng b?n gãy chân,0
814,Ph?c throw ult à,0
815,round 11 :)),0
816,round 10,0
817,ch?u thôi nãy h Jam mà là sova nh? Icebox thì l?i khác :)) c?m jett mà k Op thì ai coi ra gì :)),0
818,t?m ??y,0
819,?èn ng? ??p ??y :)),0
820,Coach liquid nhàn vl t? ??u giò toàn ng?i ch?i :)))),0
821,Jamppi mà b?n Jett + Op lúc nào c?ng fail =)))),0
822,Jamppi game 1 breach op tín nh?ng mà gi? h?i ng?p,0
823,thôi xu?ng nhánh thua thôi TL ?i :)),0
824,ch?i jet mà k op ??i k n? :))),0
825,t?p flick op :)),0
826,chu?n b? r?a m?t ?ánh r?ng thôi ae :))),0
827,?i thi ??u mà ?èn ?óm nh? th? này thì không bu?n ng? m?i l? :)),0
828,ch? c?m s??n ??,0
829,m?y pha c?a jamppi mà ??i là nivera là flick ch?t m? r,1
830,chôn kh?u op thoi,0
831,1 bullet ?? ??u,0
832,OP time nào,0
833,ace r?i mua op thôi =]],0
834,Súng ?âqu ? @@,0
835,Jett + Op m?i choke :)),0
836,Ohh,0
837,7k ti?n ko thèm mua súng,0
838,jamppi,0
839,ch?t,0
840,th?y ko,0
841,see,0
842,??y jamp ?i,0
843,Nvm :)))),0
844,ai b?n op cx ph? thôi,0
845,hay\,0
846,Jamppi ko op = win là d?,0
847,Th? ph?i ngon zai k,0
848,?úng r?i d?p op ?i,0
849,Ngài Jampiiii ??????????????????????????????,0
850,??ng mua op nha,0
851,vi?t th? xin l?i thoii,0
852,Jam ch?i Jett có t?t c? nh?ng k có Op :)),0
853,11 round r?i Op thôi,0
854,may quá :)),0
855,2 1 cho TL th?t à,0
856,odin kìa,0
857,ko có op :)),0
858,G?y time =)))),0
859,XIA throw qua? eco cay chua,0
860,odin gay,0
861,Op kìa jamp,0
862,lên 12 round Jamppi c?m op 1-2 round bán over r?i ch?t game,0
863,làm b? Thor r?i,0
864,gi? Nivera mà ch?t là Jam c?m Op nha :)),0
865,Top nh?ng th? vô d?ng nh?t: op trong tay jampi và chamber trong tay dapr ??,0
866,cham,0
867,champi kinh ?éi,0
868,Surf ch?t = jampi l??m op,0
869,ouch,0
870,"?a, dapr là ai v?y ?? tôi ch?a nghe thg này bao gi?",0
871,Nivera mà ch?t tr??c Jam là Jam có Op này :)),0
872,dapr có ph?i th?ng team streamer gì ?ó ko :)),0
873,tính c? r :))))),0
874,dislike ae oi bat be?,0
875,Các l?nh có th? s? d?ng trên kênh: !bracket; !caster; !live; !matchday; !schedule; !tournament; !teams !esports,0
876,chú bé ?? :)),2
877,ông r tr??t ? bot cook luôn,0
878,??a em v? nhàaaa,0
879,tr? l?i ha,0
880,On the mic,0
881,co min max k ck yeu,0
882,min maxx 1 tí nàoooo,0
883,Tr? l?i nàoooooooooo,0
884,faker già r ma zuong ê,0
885,t1 vô ??ch r?i anh e ?i :)) yeh yeah,0
886,min max nào khát n??c,0
887,ck yeu oi co min max ko ne,0
888,ck iu gõ 369 thôi,0
889,Áccc,0
890,dep v,0
891,ck iu dep trai quaaaaaaaa <3333,0
892,nhìn th? sinh v,0
893,l?y sách v? ra h?c ác =)),0
894,b?nh ?êý,0
895,ck iu dep trai zay,0
896,ck yeu oi co min max k a,0
897,Rap bài nghe l?c ?i,0
898,Kh?a này d?o này ??p tar,0
899,chill ác z ck,0
900,iu ck qua iu iu iu iu <3333333,0
901,ko b? b?n quy?n à,0
902,jungcook ns ti?ng vi?t h? ae,0
903,??p v?y ta,0
904,??p trai ??y,0
905,min max,0
906,R?i thách ??u ch?a,0
907,xin tên nh?c ae,0
908,anh Lok ?âu r anh ??p trai ?i,0
909,Min max k ?? t bi?t,0
910,jungkook ha,0
911,di?n ha,0
912,tranh led h?,0
913,wibu à,0
914,ch?ng nào ra kh?i v ck,0
915,ban o dau gia nhiu,0
916,xem clip ireking súc mi?ng ?i l?c,0
917,? sao jungkook hôm nay qua bên kênh l?c live z,0
918,nhìn tr?u ác,0
919,M-TP,0
920,next turn,0
921,shoppe ??,0
922,M khoe,0
923,Gheeeee,0
924,l?ch t?n,0
925,B?T NÓI CHUNG HA,0
926,200k,0
927,2000 ?ô venazula g?,0
928,thích cái cách anh này flex,0
929,2000 ??ng,0
930,2kusd = 4tr8,0
931,? yoguth kìa,0
932,100k h?t v?,0
933,Min max l?c ?i,0
934,h?ng,0
935,l?ch t?nnnnnnnnnn,0
936,màu ph?n ?ào,0
937,tím,0
938,màu yogurt,0
939,màu xám khói ?i l?k,0
940,M di?n,0
941,Like video m?i dùm d? nha !!,0
942,M?y ngày th?y ch?i v?i sofm levi mà ko th?y like,0
943,Cj S?a Chua Ng?i Ch?nh :)),0
944,? kìa=)),0
945,??? m di?n,0
946,h? v??ng,0
947,góc ph?i có cái m?t nhìn s? z,0
948,tóc m?i à d?,0
949,tr?y z ba,0
950,ko c?n remote nh?ng nói chung l?i có ha,0
951,thua t?i phát b?nh,0
952,làm clip ireking ?i l?c,0
953,m x?o,0
954,d? v?y ck,0
955,background này mà ch?i ome là t?i luôn á lok,0
956,Minmax,0
957,phim di ck,0
958,Try hard di lok,0
959,n?ch t?n,0
960,"ko sao nhé , ch?i ?ê ck iu",0
961,ome,0
962,Omeeee,0
963,lext ton ?i l?c,0
964,có b? á Lok,0
965,tranh c?ng bình th??ng thôi ( ???c mua ? Ý ),0
966,ngoài c?a s? có ai nhìn vào kìa l?c,0
967,n?ch t?nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0
968,vô ??ch gi?i valorant mõm,2
969,thôi ??ng ?ao ??u,0
970,Không ???c gáy bu?n nh?,0
971,??ng ae tao,0
972,hay,0
973,Hay qua tu? ?i,0
974,?êm...nh?c nh?i n?i ni?m riêng khôn t?Ti?ng côn trùng réo r?t quy?n ti?ng m?aKhép l?i nhé nh?ng t?i h?n u?t h?nCu?c s?ng b?t công bi?t m?y cho v?aAi ??nh ngh?a th? gian này muôn m?t,0
975,Horizon hay quáyougotthis,0
976,th?ng horizon mà ko vô ??ch cút kh?i VTE,0
977,Qu?ng cáo ?? t?o ra gi?i mà anh em zui z? xíuuu,0
978,g?i link áo,0
979,"profile tem IFN nh? nào ??y ae, có ai thi ??u chuyên nghi?p ch?a",0
980,sao lâu v?y m? s?p b?t tôi ?i ng? r?i,0
981,không ai thi ??u ông ?,0
982,Có r?i,0
983,IFN c?ng có m?y player tham gia các gi?i ??u l?n nha,0
984,này là sinh viên tr? th,0
985,DD1 Horizon,0
986,VTE Horizon =))),0
987,? jerriitaly,0
988,v?a thuê di?n viên r?i,0
989,EGO hay ?n hành h?i m?t =)),0
990,m?y ông IFN ch?c m?i nóc lon monster,0
991,on lan là gì h? m?i ng,0
992,jerry ontop,0
993,jerry on top,0
994,Horizon in my heart ?,0
995,onlan là ra ??a ?i?m ???c ch? ??nh b?n tr?c ti?p ch? không ng?i nhà b?nnghe,0
996,ông anh x? lí pha cu?i h?i qu?ng,0
997,Vi?t nam bh m?y h r?i ae ch? bên úc 2h sáng r?i,0
998,ngài FIU nay có b?n k ae,0
999,gét gô EGO,0
1000,11h20 nha,0
1001,vn 5h sáng r nhé,0
1002,ngài Fiu b?n xong r?i,0
1003,2-0 rôiif,0
1004,lynx ??p trai em yêu anh lynx,0
1005,nh?n kèo ngoài tr? b?ng n?m ??m,0
1006,ô này Duc7 b?n àd,0
1007,Gucci c?ng là semi line up VCT nha,0
1008,"""nh?""",0
1009,nh?m Banner r?i BTC ?i,0
1010,Osad quá,0
1011,Whynotchao simp l?d,0
1012,VICTORY civil war,0
1013,Horizon rank vang anh oi,0
1014,em tu? là semi b?n vct mà =))),0
1015,@Huy Nguy?n tôi b?t sentinel,0
1016,"2 VIC vs 1 VIC + EGO, ai s? win",0
1017,@Nana em win,0
1018,@VALORANT Vietnam ??,0
1019,elbowcough,0
1020,2 team này tr??ng nào v?y m?y ông,0
1021,G2 moi doi line up ha ae,0
1022,@Kaitoss Phan b?t anh ><,0
1023,2-1 lets go!,0
1024,? l?i ch? 10p,0
1025,ego hôm qua out cá chình,0
1026,chi thao ooooi,0
1027,Làm ly cafe thui anh em,0
1028,co discord fancam k anh oi,0
1029,@Khang Nguy?n Qu?c description c?a stream có ghi ?ó ô,0
1030,Anh em ch?n ai?,0
1031,fanboyy infinity + kh4nhb4o 20000000nam tyyyyy ?,0
1032,coi n?t tr?n r?i ng? mai ?i h?c,0
1033,th?y e k chi thao ooooi,0
1034,@Nana EGO mãi cháy,0
1035,Fanboizz Infinity T 20000nammm=]]]]]]]]],0
1036,hi v?ng c?p này b?n 3 map,0
1037,a tingg dzai the,0
1038,fan infinity 2h :>,0
1039,thg bi béo ?âu,0
1040,Jerryitaly on top,0
1041,KhanhBeo an cut khanhbeo ancut,2
1042,0-100,0
1043,nhi?u ti?n ?? làm gì,0
1044,@VALORANT Vietnam anh la` numba 1,0
1045,L?i còn hin ??,0
1046,khó r,0
1047,champer diff quá r,0
1048,2-0 t?i r?i,0
1049,tính ra là 2-5 ?ó,0
1050,adu ?ngg sengggg,0
1051,?i theo t? t??ng 2-0 và b? ban ,0
1052,2-0 gogo,0
1053,chamber diff ?,0
1054,hai chamber khác nhau m?t tr?i m?t v?c :))),0
1055,2 ae b? ban luôn à,0
1056,s?p ?c xem yoru r,0
1057,DG go go!,0
1058,????? chamber,0
1059,14-12 nè L0),0
1060,bán ?? r?i,0
1061,@Ngoo Hoàn,0
1062,C?u em v?i em b? 2 anh em kia b?t n?t,0
1063,th 2-0 r,0
1064,?? ?i ?i,0
1065,@SinhToxic em mà b?t n?t thì anh ko còn tay mà chat ?âu ý,0
1066,hay quá,0
1067,Zun hnay im th?,0
1068,EZ quá,0
1069,2-0 ez rpopf,0
1070,ae theo t? t??ng 2 map thôi,0
1071,gg,0
1072,v?n lang ??nh,0
1073,2 map th ?? còn ng? s?m :))),0
1074,Khi?p,0
1075,?i ng? thôi,0
1076,@Nana ?? ?anh ?á,0
1077,ego 2 0,0
1078,"@SinhToxic hi?n th? này c? kêu em b?t n?t, em mách @VALORANT Vietnam",0
1079,th? thì game này 2-1 thôi,0
1080,vn vô ??nh,0
1081,ronaldo v?i ferdinan =)),0
1082,Indo có Rolan?ô ?úc ko ae,0
1083,thay ronaldo b?ng ferdinan indo xài hàng mu shoppe,0
1084,ronaldo ?á 20p b? thay ra,0
1085,ai ch?i máy FiU v?y,0
1086,tr? ngài l?i ?ây,0
1087,"@Nana chào em, anh ??ng ? ?ây t? chìll",0
1088,rô vào ch?i 10 phút xong l?i thua,0
1089,B?N PHONG LÀ AI ??Y,0
1090,CHÚNG T? LÀ FAN ANH HORIZON,0
1091,socialdist,0
1092,horizon la ai v,0
1093,ko ý gì nh?ng hôm qua Horizon làm qu? ace ra n??c lênh láng th?t :)))),2
1094,Fan anh tuân s?a nhà g?m c?u lào cai,2
1095,Anh HORIZON không trên 30 m?ng mai không ?n c?m,0
1096,anh có ace hôm qua ?áy,0
1097,a vas oi chi e bao anh noi hoi nhieu,0
1098,anh adqt b?n hay quá ?,0
1099,cho xin in4 ddc k,0
1100,m?t thanh niên c?m yoru m?m ?ouble ace thôi,0
1101,ch?c nói nh?m ch? ?c 5 tr thì vl quá,1
1102,vc :))),1
1103,vc éo gì th? nh?,1
1104,dcm,1
1105,ghe vl,1
1106,lz Jett b?n ?iên vcl,1
1107,m?y con bot khôn vl,1
1108,vl,1
1109,rush láo vl :)))),1
1110,cút h?t vào hang ?i,1
1111,?ào ngay qu? hang sâu ?ét tìm mãi ?éo th?y,1
1112,?ao vkl \,1
1113,Ego thua m?y thg lâu nhâu nào ?ây. Các em tôi ngu th?t,2
1114,"@Dang Nguyen gà vl, câm mõm ?i",2
1115,vcl un ti,1
1116,nghe qu?ng cáo ri?t thu?c cmnl,1
1117,dcm =))0 em l?y anh lynx,2
1118,zon ngu,2
1119,jeery ngu,2
1120,hay vl,1
1121,neon vo hoc qua,2
1122,adu ngài lên ti?ng :)),1
1123,vl Neon,2
1124,Qu? t??ng khó ch?u vl :)))),1
1125,vl cay ma,1
1126,Vl qu? smoke heaven c?a omen :)),1
1127,??nh cn này ?i vlu nh?ng mà 4h chi?u m?i ??n xem m?i valorant thì có ???c k nh? =)),0
1128,vl cháy b?n à,1
1129,vl ferrari peek,1
1130,chamber c??p ace cay vl,1
1131,vl shotgun b?n h?t,1
1132,entry tù vl =)),2
1133,"ult cái, bên kia ho?ng lo?n vl",1
1134,rush láo vl :)))),1
1135,empty b?n t?m vl,1
1136,empty wafu b?n t?m vl,1
1137,"vl, Maru c?ng th?",1
1138,me vl,1
1139,ngài said team bn tu?i l:)),2
1140,vcl jett,1
1141,ngài não to vcd,1
1142,hay vcl,1
1143,vcl sova tính chim chamber kìa :)),1
1144,4 giáp 1 trông nguy hi?m vl,1
1145,tau hai vl,1
1146,anh ??c ?ào gay vc,2
1147,tepp riuuu,0
1148,hay quaa tep riuuu,0
1149,@Tbate ?ây là gi?i sinh viên so sánh vl,1
1150,jerry ngu vl,2
1151,C?ng vl,1
1152,map 1 mà c?ng vl,1
1153,Vcl qu? cumback,1
1154,"ng?, toàn win eco",0
1155,thua eco?,0
1156,sheeeeesssh,0
1157,lmao,0
1158,h?o hán,0
1159,"Vl d?t toàn góc ??u ch?m ??u ?, ? hi?u :v",1
1160,vl c?u freedom c?m spike ?i lung tung =))))),1
1161,vl c?m boom mà di chuy?n kìa\,1
1162,anh vizz vào b?n cháy quáawesome,0
1163,b?t hang xà mà ko có spike thì c?ng :)),0
1164,sao t? nhiên choke d? v tr,0
1165,anh toi bóp flash chi?n nh?ng,0
1166,anh toiiiii,0
1167,l?i thua eco,0
1168,ô hay hay,0
1169,"Timing qu? flash hay vl ?, bi?t nó ch?a vào ?c ch? ??p flash ??y luôn",1
1170,khong chap ko chiu duoc a :)),0
1171,b?a sau có khi vizzz ??u ti?p :)),0
1172,Nó ném ch?t ti?t ahahaha,0
1173,9-3:)),0
1174,công l?c d?n r tr??c r?i\,0
1175,ACE nh?ng thua =)),0
1176,anh toi flash zo dau nhatthong,0
1177,@Trâu Ú round ?ó th?ng mà,0
1178,Hình nh? là kill 2 l?n a Vizz ?úng k nh?,0
1179,?O MA CANADA,0
1180,@minh ??t ult ?ó ko l?i ?âu nó làm ntk ko t?p trung ?? g?,0
1181,ult the ma keu loi =))),0
1182,??? freedom v?a flick cái j v?y,0
1183,"Gi?i ??u 2022 VCT Stage 2 - Challengers Vietnam, gi?i ??u cu?i cùng ? Vi?t Nam ?? l?a ch?n ???c 3 ??i tuy?n tham gia vào APAC",0
1184,L?ch thi ??u ???c c?p nh?t t?i: https://www.youtube.com/redirect?event=live_chat&redir_token=QUFFLUhqbnRmbkpZMHNfWnlnRlNWVmRIaEhVX3RyTDlld3xBQ3Jtc0ttY3ZnaW5GbENiLW9nOUctYzZzUldTVTZzYVRPQnlmR1lYLXc1LUYyWFFkNjdkczIyRWdYeXFZSW0xY2tIV1dabEJWZU1QZG1PUnJsTzgzSklyMGZhdjQxMjVHT25raEg4dUIwQTdubnE0NGZCOHVzWQ&q=https%3A%2F%2Fvalorantesports.com%2Fschedule,0
1185,này thì ??y,0
1186,freedom co op,0
1187,chan bath r,0
1188,Toang =)),0
1189,con xe phá cái tele =)),0
1190,ho?ng vl,1
1191,bmv bóp qu? hay vc =)),1
1192,Big Baam m?i ??nh anh Vizzz m?i cháy @@,0
1193,Vl hnay onlan à,1
1194,nhatthong hôm nay ch?a hay l?m ?âu nháaaa,0
1195,baam hay qua,0
1196,chuc mung baamm,0
1197,?ang b?n onlan à các bác,0
1198,ái da anh Vích,0
1199,??p giai vl,1
1200, Mày ch?i ?á h?,2
1201, won cup là cái cl gì?,1
1202,:)) b?n comment không bi?t chiêu c?a annet nh? mà ch?i red,2
1203,!flash,0
1204,"@JIA BÊ Bâng c??p r?ng, kk, b?t ch? l?c, câu chiêu, farm ?è vàng?",0
1205,@METACHI TV ??i evos top 1 ?i ?ã,0
1206,@Nhan Van có ?âu,0
1207,@Qu?c Quang heavy nào:),0
1208,@Xuan Han Ho m b?n h?n ai,0
1209,0 kill nh?c,0
1210,0 kill n?a vô ch?i ff,0
1211,0 killl vn ?ây à,0
1212,1 ?n 4 ??y ?? xem ?k,0
1213,1 ??i 2,0
1214,1 ??i 2 mà gáy nh? ?úng r?i,0
1215,1 máu,0
1216,1 ng??i ng?i cho 3 ng??i li?u nh?y xu?ng,0
1217,1 phút ph?t 2 phát,0
1218,1 tr?n ????,0
1219,1 tr?n n?a???,0
1220,1 tran nx thoiiii???,0
1221,1 t? tài tr? ??p m? 600 c? r?i,0
1222,1 t? v? còn dc vài tr?m tri?u chi ra dc m?y ??ng ?âu,0
1223,11 c?ng nh? 12 ??,0
1224,17 l?n nerf flo r?i,0
1225,1h30 xong nhá,0
1226,2 anh bình lu?n viên ?i im m?m ?? em xem,2
1227,2 ??i này ??u mu?n giao tranh,0
1228,2 ??i này gà v,2
1229,2 l?n vô ??ch th? gi?i ko ph?i cái danh,0
1230,"2 n?m r?i m?i coi l?i gi?i ff , ??c cmt nãy gi? coi b? l?m drama ph?t kkk",0
1231,2019 AOG. 2020 GCS. 2021 RPL. 2022 1/2 AOG r?i,0
1232,20p n?a lâu th?,0
1233,2e:ze cái ?i,0
1234,3 CON 2 ??P TRAI TH?,0
1235,3 ?ánh 2 mà ns ch?p,0
1236,3 ?ánh 5 tè le,0
1237,3 ???ng mà ko l?y ?c tr? nào. Quá ao trình,0
1238,3 game 0kill,0
1239,3 mid luôn,0
1240,3 phát trúng kinh,0
1241,3 thg lùa 4 thg ch?y nh? tró,2
1242,3 tr?n ch?p h? 5 ?i,0
1243,4 team ? x??ng,0
1244,"4 team VIET NAM mùa này quá ok anh , hi v?ng PE và 2E bay cao",0
1245,4 tr?n n?a ki?u gì ch?ng ?c 1 kill,0
1246,4 vs3 thua còn ?éo b?n g?c ai,1
1247,"5 ?ánh 3 mà không ?n n?i kêu tr??ng thành, tu?i l b?ng FL 2 CÂN 5",1
1248,5 t? r?i ch?p con ? nhà xem ngoan ?i,0
1249,5h chi?u ?ánh chung k?t,0
1250,6 bùa :)),0
1251,6 game,0
1252,7 t? k ?ánh à,2
1253,7 t? khóc nhè,2
1254,8 tr?n không bi?t n?i 5 kill không,0
